example_input.csv
Day Number,Date,Off-bout Count (DN),Mean Off Duration (DN),Off Dur StDev (DN),Mean Off Temp Drop (DN),Off Drop StDev (DN),Mean Off-Bout Temp (DN),Off-Bout Time Sum (DN),On-bout Count (DN),Mean On Duration (DN),On Dur StDev (DN),Mean On Temp Rise (DN),On Rise StDev (DN),Mean On-Bout Temp (DN),On-Bout Time Sum (DN),Time above 30 (minutes),Time below 26 (minutes),Vertices Dropped (DN),Mean Daytime Egg Temp,Day Egg Temp StDev,Median Daytime Egg Temp,Min Daytime Egg Temp,Max Daytime Egg Temp,Mean Nighttime Egg Temp,Night Egg Temp StDev,Median Nighttime Egg Temp,Min Nighttime Egg Temp,Max Nighttime Egg Temp,Mean Egg Temp (DN),Egg Temp StDev (DN),Median Egg Temp (DN),Min Egg Temp (DN),Max Egg Temp (DN),Mean Air Temp (DN),Air Temp StDev (DN),Min Air Temp (DN),Max Air Temp (DN),
1 (Partial),04/21/2018,25,17.56,13.2,-0.976,0.877,32.235,439.0,29,12.71,10.7,1.234,2.416,32.069,368.5,794.5,18.5,4,32.511,2.275,32.949,18.247,34.783,31.054,0.947,30.672,29.916,32.639,32.101,2.098,32.484,18.247,34.783,25.811,4.266,17.106,30.091,
2 (Full),04/22/2018,46,17.14,14.52,-1.041,1.08,30.834,788.5,52,11.59,8.15,0.924,1.119,30.994,602.5,897.0,0.0,9,31.596,1.602,31.97,27.554,34.255,30.127,1.029,29.765,28.369,32.975,30.923,1.553,30.849,27.554,34.255,19.748,5.036,13.497,27.751,
3 (Full),04/23/2018,49,14.44,12.07,-1.293,1.482,30.767,707.5,56,12.08,7.56,1.106,1.356,31.041,676.5,1255.0,0.0,6,31.123,1.518,31.331,26.231,33.443,30.66,0.358,30.697,29.54,31.484,30.911,1.166,30.798,26.231,33.443,17.342,3.081,12.05,22.106,
4 (Full),04/24/2018,57,12.01,7.58,-1.09,1.362,29.877,684.5,59,11.6,8.01,1.038,1.363,30.145,684.5,711.5,23.5,3,30.416,1.884,30.748,24.388,33.053,29.54,0.986,29.389,27.825,31.765,30.015,1.599,29.966,24.388,33.053,14.127,5.378,6.433,21.294,
5 (Full),04/25/2018,64,10.32,6.89,-0.976,1.447,30.092,660.5,74,9.44,6.42,0.835,1.235,30.347,698.5,834.5,4.5,9,30.555,1.411,30.925,25.428,32.484,29.848,0.642,29.752,28.493,31.103,30.231,1.179,30.243,25.428,32.484,13.094,2.918,8.27,17.011,
6 (Full),04/26/2018,57,11.09,7.31,-1.353,1.507,29.802,632.0,67,10.99,7.31,1.127,1.431,30.081,736.0,695.0,27.0,11,30.242,1.833,30.571,24.171,33.001,29.617,0.86,29.414,26.72,31.612,29.955,1.502,29.916,24.171,33.001,11.557,5.136,4.063,18.461,
7 (Full),04/27/2018,62,10.02,7.52,-1.28,1.603,30.421,621.5,75,9.67,6.74,1.063,1.344,30.588,725.5,780.0,7.5,13,30.865,1.777,31.052,25.016,33.495,30.093,1.172,29.515,28.122,31.996,30.511,1.577,30.495,25.016,33.495,11.675,4.831,4.973,17.938,
8 (Full),04/28/2018,67,9.18,5.08,-1.22,1.518,30.854,615.0,78,9.51,6.16,1.024,1.387,30.918,742.0,1239.5,0.0,10,30.917,1.249,31.255,26.134,32.768,30.863,0.478,30.862,29.59,31.842,30.892,0.975,31.026,26.134,32.768,11.407,2.475,7.569,15.175,
9 (Full),04/29/2018,70,8.92,6.13,-1.107,1.449,30.342,624.5,80,8.99,7.07,0.978,1.289,30.257,719.0,1068.0,3.0,16,29.993,1.287,30.343,25.817,32.458,30.668,0.52,30.596,29.665,32.304,30.302,1.065,30.495,25.817,32.458,11.661,1.444,9.805,14.768,
10 (Full),04/30/2018,84,8.05,5.45,-1.442,1.692,30.749,676.5,92,7.02,4.88,1.293,1.395,30.687,646.0,1098.5,9.5,19,30.078,1.646,30.243,24.484,33.6,31.502,0.771,31.357,29.84,33.626,30.731,1.498,30.976,24.484,33.626,10.037,1.944,7.268,13.473,
--,ALL DATA,581,11.1,8.79,-1.2,1.465,30.547,6449.5,662,9.97,7.19,1.059,1.394,30.636,6599.0,9373.5,93.5,100,30.793,1.799,31.001,18.247,34.783,30.352,1.014,30.469,26.72,33.626,30.596,1.515,30.697,18.247,34.783,14.172,5.698,4.063,30.091,


Individual Bout Stats
Date,Bout Type,Start Time,End Time,Start Data Point,End Data Point,Duration (min),Egg Temp Change,Start Egg Temp,End Egg Temp,Mean Egg Temp,Start Air Temp, End Air Temp, Mean Air Temp
,off,01:50,02:02,10567,10592,12.5,-0.4250000000000007,29.565,29.14,29.357,10.736,10.565,10.653,
,on,02:03,02:11,10593,10609,8.0,0.1750000000000007,29.165,29.34,29.266,10.541,10.394,10.457,
,on,02:12,02:16,10611,10619,4.0,0.04899999999999949,29.34,29.389,29.367,10.369,10.296,10.328,
,off,02:16,02:52,10620,10691,35.5,-0.2740000000000009,29.389,29.115,29.247,10.296,9.731,10.014,
,on,02:52,02:54,10692,10696,2.0,0.05000000000000071,29.14,29.19,29.165,9.731,9.682,9.701,
,off,02:55,03:01,10697,10710,6.5,0.0,29.165,29.165,29.161,9.682,9.608,9.634,
,on,03:02,03:05,10711,10717,3.0,0.07499999999999929,29.19,29.265,29.222,9.583,9.534,9.558,
,on,03:07,03:12,10722,10732,5.0,0.2749999999999986,29.215,29.49,29.371,9.534,9.41,9.467,
,off,03:13,03:20,10733,10747,7.0,-0.5249999999999986,29.49,28.965,29.148,9.41,9.336,9.371,
,on,03:20,03:30,10748,10767,9.5,0.3000000000000007,28.99,29.29,29.157,9.312,9.089,9.196,
,off,03:30,03:45,10768,10797,14.5,-0.37400000000000233,29.315,28.941,29.093,9.089,8.866,8.977,
,on,03:45,03:48,10798,10804,3.0,0.04899999999999949,28.941,28.99,28.969,8.891,8.841,8.877,
,off,03:49,03:51,10805,10809,2.0,0.0,28.99,28.99,28.99,8.841,8.817,8.827,
,on,03:51,04:00,10810,10828,9.0,0.20000000000000284,28.99,29.19,29.078,8.792,8.643,8.702,
,off,04:01,04:22,10829,10872,21.5,-0.6720000000000006,29.165,28.493,28.87,8.618,8.319,8.461,
,on,04:23,04:35,10873,10897,12.0,0.8220000000000027,28.493,29.315,28.88,8.319,8.27,8.306,
,off,04:35,04:45,10898,10917,9.5,-0.27500000000000213,29.315,29.04,29.139,8.295,8.319,8.318,
,on,04:45,04:51,10918,10929,5.5,0.07499999999999929,29.04,29.115,29.08,8.319,8.319,8.319,
,off,04:51,04:54,10930,10935,2.5,-0.02499999999999858,29.115,29.09,29.103,8.319,8.369,8.348,
,on,04:54,04:59,10936,10946,5.0,0.125,29.115,29.24,29.17,8.369,8.369,8.364,
,off,05:00,05:05,10947,10957,5.0,-0.125,29.24,29.115,29.156,8.369,8.419,8.401,
,on,05:05,05:08,10958,10964,3.0,0.07500000000000284,29.115,29.19,29.144,8.419,8.444,8.423,
,off,05:09,05:14,10965,10975,5.0,-0.10000000000000142,29.19,29.09,29.113,8.444,8.494,8.469,
,on,05:14,05:30,10976,11008,16.0,0.7749999999999986,29.09,29.865,29.405,8.494,8.668,8.602,
,off,05:31,05:41,11009,11030,10.5,-0.4009999999999998,29.865,29.464,29.607,8.693,8.841,8.739,
,on,05:42,05:46,11031,11040,4.5,0.2010000000000005,29.439,29.64,29.54,8.841,8.916,8.874,
,off,05:47,05:50,11041,11047,3.0,-0.05000000000000071,29.64,29.59,29.619,8.916,8.941,8.92,
,on,05:50,05:55,11048,11058,5.0,0.1750000000000007,29.59,29.765,29.681,8.941,8.99,8.965,
,off,05:56,05:59,11059,11065,3.0,-0.125,29.765,29.64,29.694,9.015,9.089,9.047,
,on,05:59,06:02,11066,11072,3.0,0.02500000000000213,29.665,29.69,29.69,9.089,9.163,9.124,
,on,06:04,06:13,11075,11094,9.5,0.2259999999999991,29.715,29.941,29.816,9.163,9.312,9.24,
,off,06:14,06:18,11095,11104,4.5,-0.3260000000000005,29.966,29.64,29.793,9.312,9.41,9.359,
,on,06:19,06:21,11105,11110,2.5,0.14999999999999858,29.64,29.79,29.727,9.41,9.41,9.41,
,off,06:22,06:27,11111,11122,5.5,-0.20000000000000284,29.815,29.615,29.69,9.41,9.41,9.41,
,on,06:28,06:47,11123,11161,19.0,0.6280000000000001,29.615,30.243,29.945,9.41,9.657,9.531,
,off,06:47,06:57,11162,11181,9.5,-0.3019999999999996,30.243,29.941,30.077,9.657,9.731,9.701,
,on,06:57,07:04,11182,11195,6.5,0.22600000000000264,29.941,30.167,30.057,9.731,9.805,9.78,
,off,07:04,07:08,11196,11204,4.0,0.02500000000000213,30.142,30.167,30.167,9.829,9.879,9.851,
,on,07:09,07:18,11205,11223,9.0,0.5809999999999995,30.192,30.773,30.484,9.903,10.051,9.969,
,off,07:18,07:39,11224,11265,20.5,-4.736999999999998,30.798,26.061,29.03,10.075,10.492,10.319,
,on,07:39,07:56,11266,11299,16.5,3.6809999999999974,26.109,29.79,28.216,10.492,10.541,10.499,
,off,07:56,08:00,11300,11307,3.5,-0.8740000000000023,29.815,28.941,29.278,10.638,10.785,10.767,
,on,08:00,08:05,11308,11318,5.0,0.7750000000000021,28.99,29.765,29.363,10.761,10.712,10.723,
,off,08:06,08:08,11319,11323,2.0,-0.2510000000000012,29.715,29.464,29.55,10.81,10.883,10.868,
,on,08:08,08:18,11324,11344,10.0,0.9039999999999999,29.49,30.394,29.878,10.883,10.932,10.903,
,off,08:19,08:33,11345,11374,14.5,-3.7959999999999994,30.369,26.573,28.93,10.956,11.346,11.181,
,on,08:34,08:41,11375,11389,7.0,1.9960000000000022,26.671,28.667,27.732,11.321,11.467,11.326,
,off,08:41,08:44,11390,11395,2.5,-0.3719999999999999,28.568,28.196,28.312,11.492,11.516,11.536,
,on,08:44,09:00,11396,11428,16.0,2.3000000000000007,28.245,30.545,29.601,11.516,11.759,11.607,
,off,09:01,09:12,11429,11452,11.5,-2.867000000000001,30.52,27.653,29.244,11.783,11.977,11.954,
,on,09:13,09:30,11453,11488,17.5,3.527000000000001,27.677,31.204,29.753,11.977,12.389,12.167,
,off,09:31,09:38,11489,11503,7.0,-0.17800000000000082,31.204,31.026,31.099,12.413,12.534,12.472,
,on,09:38,09:43,11504,11514,5.0,0.1529999999999987,31.026,31.179,31.105,12.534,12.654,12.593,
,off,09:44,09:55,11515,11537,11.0,-0.17800000000000082,31.204,31.026,31.059,12.678,12.992,12.852,
,on,09:55,09:58,11538,11543,2.5,0.1269999999999989,31.026,31.153,31.081,13.016,13.112,13.068,
,off,09:58,10:15,11544,11577,16.5,-5.699999999999999,31.128,25.428,28.43,13.112,13.497,13.378,
,on,10:15,10:47,11578,11641,31.5,5.474999999999998,25.501,30.976,29.534,13.497,14.122,13.835,
,off,10:47,11:01,11642,11669,13.5,-2.1350000000000016,31.001,28.866,30.221,14.122,14.481,14.364,
,on,11:01,11:17,11670,11702,16.0,2.338000000000001,28.866,31.204,30.102,14.481,14.433,14.446,
,off,11:18,11:23,11703,11713,5.0,-1.1389999999999993,31.23,30.091,30.617,14.457,14.601,14.581,
,on,11:23,11:34,11714,11735,10.5,1.0869999999999997,30.117,31.204,30.844,14.601,14.601,14.594,
,on,11:36,11:46,11739,11759,10.0,0.30600000000000094,31.204,31.51,31.363,14.649,14.864,14.75,
,off,11:46,11:51,11760,11769,4.5,-0.0259999999999998,31.51,31.484,31.505,14.888,14.984,14.938,
,on,11:51,11:58,11770,11784,7.0,0.22999999999999687,31.51,31.74,31.631,14.984,15.103,15.039,
,on,12:00,12:05,11788,11798,5.0,0.07600000000000051,31.74,31.816,31.784,15.175,15.223,15.188,
,off,12:06,12:22,11799,11832,16.5,-5.120999999999999,31.816,26.695,29.485,15.223,15.438,15.406,
,on,12:23,12:44,11833,11875,21.0,4.638000000000002,26.744,31.382,29.66,15.438,15.581,15.472,
,on,12:46,13:00,11880,11908,14.0,0.6129999999999995,31.331,31.944,31.654,15.605,15.7,15.632,
,off,13:01,13:27,11909,11961,26.0,-3.8979999999999997,31.97,28.072,30.862,15.724,16.296,16.037,
,on,13:27,13:45,11962,11998,18.0,3.1839999999999975,28.097,31.281,30.063,16.296,16.463,16.384,
,off,13:46,14:00,11999,12027,14.0,-2.512999999999998,31.255,28.742,30.302,16.463,16.725,16.621,
,on,14:00,14:28,12028,12084,28.0,3.487000000000002,28.766,32.253,30.962,16.749,16.749,16.721,
,off,14:29,14:33,12085,12094,4.5,-0.12899999999999778,32.253,32.124,32.165,16.773,16.796,16.794,
,on,14:34,14:39,12095,12106,5.5,0.10299999999999443,32.124,32.227,32.171,16.773,16.701,16.743,
,off,14:40,14:42,12107,12112,2.5,-0.07699999999999818,32.227,32.15,32.18,16.701,16.654,16.673,
,on,14:43,14:50,12113,12127,7.0,0.10300000000000153,32.15,32.253,32.199,16.63,16.606,16.609,
,off,14:50,15:06,12128,12160,16.0,-1.783999999999999,32.253,30.469,31.731,16.63,16.844,16.796,
,on,15:07,15:22,12161,12191,15.0,1.5779999999999994,30.52,32.098,31.457,16.844,16.558,16.709,
,on,15:24,15:28,12196,12203,3.5,0.15400000000000347,32.047,32.201,32.13,16.606,16.606,16.606,
,off,15:28,15:43,12204,12233,14.5,-4.472999999999995,32.175,27.702,29.992,16.606,16.558,16.651,
,on,15:43,16:05,12234,12278,22.0,3.8859999999999992,27.751,31.637,30.312,16.558,16.392,16.496,
,off,16:06,16:08,12279,12284,2.5,-0.1529999999999987,31.612,31.459,31.518,16.415,16.439,16.431,
,on,16:09,16:17,12285,12302,8.5,0.46000000000000085,31.459,31.919,31.727,16.415,16.392,16.39,
,on,16:19,16:26,12306,12320,7.0,0.28200000000000003,31.868,32.15,32.033,16.392,16.296,16.334,
,off,16:27,16:40,12321,12348,13.5,-2.66,32.15,29.49,31.131,16.296,16.272,16.342,
,on,16:41,16:58,12349,12384,17.5,2.4800000000000004,29.49,31.97,30.998,16.272,16.392,16.289,
,off,16:59,17:02,12385,12392,3.5,-0.05099999999999838,31.97,31.919,31.957,16.392,16.487,16.433,
,on,17:03,17:15,12393,12417,12.0,0.38599999999999923,31.944,32.33,32.187,16.487,16.534,16.515,
,off,17:15,17:26,12418,12439,10.5,-2.6149999999999984,32.355,29.74,31.17,16.558,16.82,16.741,
,on,17:26,17:45,12440,12477,18.5,2.026,29.79,31.816,31.06,16.82,16.796,16.801,
,on,17:46,17:56,12479,12499,10.0,0.5390000000000015,31.842,32.381,32.118,16.796,16.844,16.793,
,off,17:56,18:06,12500,12519,9.5,-2.288999999999998,32.355,30.066,31.241,16.844,16.939,16.963,
,on,18:06,18:19,12520,12545,12.5,2.083999999999996,30.091,32.175,31.144,16.939,16.939,16.938,
,off,18:19,18:23,12546,12553,3.5,-0.15399999999999636,32.175,32.021,32.073,16.939,16.892,16.918,
,on,18:23,18:33,12554,12574,10.0,0.4369999999999976,32.021,32.458,32.26,16.915,16.82,16.846,
,off,18:34,18:37,12575,12582,3.5,-0.15400000000000347,32.484,32.33,32.368,16.82,16.892,16.868,
,on,18:38,18:40,12583,12588,2.5,0.07699999999999818,32.33,32.407,32.364,16.892,16.892,16.892,
,off,18:41,18:53,12589,12613,12.0,-3.3669999999999973,32.407,29.04,30.804,16.892,16.844,16.914,
,on,18:53,19:08,12614,12644,15.0,2.546999999999997,29.065,31.612,30.573,16.844,16.773,16.756,
,off,19:09,19:17,12645,12662,8.5,-1.846,31.586,29.74,30.669,16.796,16.606,16.732,
,on,19:18,19:37,12663,12702,19.5,1.4909999999999997,29.79,31.281,30.84,16.582,16.201,16.393,
,off,19:38,19:40,12703,12708,2.5,-0.0259999999999998,31.281,31.255,31.264,16.201,16.129,16.169,
,on,19:41,19:45,12709,12718,4.5,0.12700000000000244,31.255,31.382,31.319,16.129,16.01,16.077,
,off,19:46,20:04,12719,12756,18.5,-0.7860000000000014,31.382,30.596,30.977,16.01,15.796,15.888,
,on,20:05,20:18,12757,12783,13.0,0.22800000000000153,30.596,30.824,30.72,15.748,15.438,15.592,
,off,20:18,20:38,12784,12824,20.0,-0.2789999999999999,30.824,30.545,30.68,15.438,15.031,15.227,
,on,20:39,20:46,12825,12839,7.0,0.22799999999999798,30.545,30.773,30.69,15.031,14.84,14.926,
,off,20:46,20:55,12840,12857,8.5,-0.3289999999999971,30.798,30.469,30.594,14.84,14.721,14.768,
,on,20:55,21:10,12858,12888,15.0,0.5820000000000007,30.495,31.077,30.776,14.697,14.314,14.514,
,off,21:11,21:18,12889,12903,7.0,-0.12700000000000244,31.077,30.95,31.006,14.314,14.122,14.208,
,on,21:18,21:28,12904,12923,9.5,0.12700000000000244,30.95,31.077,31.018,14.098,13.834,13.964,
,off,21:28,21:42,12924,12952,14.0,-0.20300000000000296,31.077,30.874,30.968,13.81,13.449,13.645,
,on,21:43,21:53,12953,12973,10.0,0.15200000000000102,30.9,31.052,30.961,13.425,13.185,13.306,
,off,21:53,22:06,12974,12999,12.5,-0.5069999999999979,31.052,30.545,30.713,13.161,12.847,13.019,
,on,22:06,22:10,13000,13007,3.5,0.02499999999999858,30.571,30.596,30.58,12.823,12.727,12.778,
,off,22:10,22:19,13008,13026,9.0,-0.05099999999999838,30.596,30.545,30.571,12.703,12.485,12.595,
,on,22:20,22:22,13027,13032,2.5,0.05099999999999838,30.545,30.596,30.566,12.461,12.389,12.425,
,off,22:23,22:35,13033,13058,12.5,-0.3030000000000008,30.596,30.293,30.437,12.389,12.074,12.239,
,on,22:36,22:38,13059,13064,2.5,0.05000000000000071,30.293,30.343,30.326,12.05,12.001,12.03,
,off,22:39,23:02,13065,13111,23.0,-0.02499999999999858,30.343,30.318,30.326,11.977,11.419,11.677,
,on,23:02,23:06,13112,13119,3.5,0.10099999999999909,30.343,30.444,30.394,11.394,11.297,11.34,
,off,23:06,23:18,13120,13143,11.5,-0.27699999999999747,30.444,30.167,30.299,11.273,11.029,11.14,
,on,23:18,23:23,13144,13154,5.0,0.07599999999999696,30.167,30.243,30.204,11.005,10.858,10.936,
,off,23:24,23:40,13155,13188,16.5,-0.25200000000000244,30.268,30.016,30.074,10.858,10.418,10.628,
,on,23:41,23:44,13189,13196,3.5,0.05000000000000071,30.016,30.066,30.044,10.394,10.296,10.345,
,off,23:45,23:53,13197,13213,8.0,-0.125,30.066,29.941,29.963,10.271,10.051,10.162,
,on,23:53,23:56,13214,13219,2.5,0.02500000000000213,29.941,29.966,29.958,10.026,9.952,9.993,
,off,23:56,00:34,13220,13295,37.5,-0.7259999999999991,29.991,29.265,29.828,9.952,9.114,9.506,
04/26/2018,on,00:34,00:41,13296,13310,7.0,0.22499999999999787,29.265,29.49,29.383,9.114,8.916,9.01,
,off,00:42,00:49,13311,13325,7.0,-0.05099999999999838,29.49,29.439,29.458,8.916,8.717,8.82,
,on,00:49,00:51,13326,13330,2.0,0.07600000000000051,29.439,29.515,29.469,8.717,8.668,8.693,
,off,00:52,00:57,13331,13342,5.5,-0.10099999999999909,29.49,29.389,29.412,8.668,8.543,8.612,
,on,00:58,01:01,13343,13349,3.0,0.05000000000000071,29.389,29.439,29.418,8.543,8.469,8.505,
,off,01:01,01:20,13350,13387,18.5,-0.4740000000000002,29.439,28.965,29.166,8.469,8.12,8.293,
,on,01:20,01:39,13388,13426,19.0,0.4989999999999988,28.965,29.464,29.266,8.095,7.72,7.897,
,off,01:40,01:51,13427,13450,11.5,-0.04999999999999716,29.464,29.414,29.43,7.72,7.519,7.622,
,on,01:52,01:54,13451,13456,2.5,0.02499999999999858,29.414,29.439,29.426,7.519,7.469,7.486,
,off,01:55,02:01,13457,13470,6.5,-0.12399999999999878,29.439,29.315,29.377,7.444,7.368,7.408,
,on,02:02,02:10,13471,13487,8.0,0.14899999999999736,29.315,29.464,29.388,7.343,7.192,7.26,
,off,02:10,02:22,13488,13511,11.5,-0.07499999999999929,29.464,29.389,29.416,7.167,7.015,7.089,
,on,02:22,02:25,13512,13518,3.0,0.05000000000000071,29.389,29.439,29.414,6.99,6.965,6.976,
,off,02:26,02:31,13519,13530,5.5,-0.3490000000000002,29.439,29.09,29.24,6.94,6.864,6.906,
,on,02:32,02:38,13531,13543,6.0,0.1750000000000007,29.115,29.29,29.198,6.839,6.763,6.794,
,off,02:38,02:50,13544,13568,12.0,-0.5730000000000004,29.29,28.717,28.928,6.737,6.56,6.657,
,on,02:51,03:01,13569,13590,10.5,0.5730000000000004,28.742,29.315,29.008,6.56,6.408,6.483,
,off,03:02,03:13,13591,13613,11.0,-0.44899999999999807,29.29,28.841,29.022,6.408,6.281,6.336,
,on,03:13,03:16,13614,13619,2.5,0.12399999999999878,28.841,28.965,28.924,6.255,6.255,6.276,
,on,03:18,03:24,13623,13635,6.0,0.2240000000000002,28.941,29.165,29.046,6.23,6.153,6.181,
,off,03:24,03:38,13636,13664,14.0,-0.24900000000000233,29.14,28.891,29.082,6.128,6.051,6.068,
,on,03:39,03:54,13665,13696,15.5,0.7240000000000002,28.891,29.615,29.315,6.026,5.821,5.906,
,off,03:55,04:18,13697,13743,23.0,-0.8979999999999997,29.615,28.717,29.151,5.796,5.539,5.693,
,on,04:18,04:29,13744,13766,11.0,0.22299999999999898,28.742,28.965,28.888,5.539,5.385,5.473,
,off,04:30,04:44,13767,13796,14.5,-0.29799999999999827,28.99,28.692,28.767,5.385,5.231,5.314,
,on,04:45,04:52,13797,13812,7.5,0.4480000000000004,28.692,29.14,28.908,5.231,5.154,5.195,
,off,04:53,05:11,13813,13849,18.0,-0.4980000000000011,29.19,28.692,28.814,5.128,4.947,5.089,
,on,05:11,05:23,13850,13873,11.5,0.19899999999999807,28.692,28.891,28.793,4.947,4.766,4.85,
,off,05:23,05:26,13874,13880,3.0,-0.14899999999999736,28.891,28.742,28.806,4.766,4.766,4.77,
,on,05:27,05:29,13881,13886,2.5,0.05000000000000071,28.791,28.841,28.816,4.766,4.74,4.762,
,off,05:30,05:40,13887,13908,10.5,-2.146000000000001,28.866,26.72,27.718,4.74,4.74,4.745,
,on,05:41,06:07,13909,13961,26.0,2.6950000000000003,26.769,29.464,28.379,4.766,4.61,4.714,
,off,06:07,06:19,13962,13985,11.5,-0.5990000000000002,29.49,28.891,29.04,4.61,4.558,4.596,
,on,06:19,06:27,13986,14001,7.5,0.1490000000000009,28.891,29.04,28.966,4.532,4.454,4.496,
,off,06:27,06:29,14002,14006,2.0,-0.02499999999999858,29.04,29.015,29.03,4.454,4.454,4.454,
,on,06:30,06:39,14007,14025,9.0,0.3990000000000009,29.015,29.414,29.216,4.454,4.376,4.425,
,off,06:39,06:54,14026,14055,14.5,-0.7469999999999999,29.414,28.667,29.009,4.376,4.246,4.314,
,on,06:54,06:59,14056,14065,4.5,0.14899999999999736,28.667,28.816,28.742,4.246,4.168,4.204,
,off,06:59,07:02,14066,14072,3.0,-0.1739999999999995,28.816,28.642,28.717,4.168,4.168,4.179,
,on,07:03,07:07,14073,14082,4.5,0.3230000000000004,28.642,28.965,28.826,4.168,4.168,4.165,
,on,07:09,07:24,14085,14116,15.5,0.6499999999999986,28.965,29.615,29.286,4.141,4.115,4.139,
,off,07:25,07:34,14117,14135,9.0,-3.433,29.64,26.207,27.741,4.194,4.141,4.316,
,on,07:34,07:56,14136,14179,21.5,2.410999999999998,26.231,28.642,27.843,4.141,4.141,4.136,
,on,07:58,08:02,14184,14192,4.0,0.1490000000000009,28.642,28.791,28.733,4.194,4.194,4.188,
,off,08:03,08:05,14193,14197,2.0,-0.02500000000000213,28.791,28.766,28.776,4.194,4.22,4.21,
,on,08:05,08:08,14198,14204,3.0,0.125,28.766,28.891,28.82,4.246,4.298,4.265,
,on,08:11,08:14,14209,14215,3.0,0.09999999999999787,28.841,28.941,28.912,4.298,4.376,4.324,
,off,08:14,08:27,14216,14242,13.0,-4.311999999999998,28.941,24.629,27.341,4.376,4.895,4.742,
,on,08:28,08:39,14243,14266,11.5,3.7910000000000004,24.653,28.444,26.549,4.869,5.231,4.982,
,off,08:40,08:44,14267,14276,4.5,-1.2579999999999991,28.345,27.087,27.54,5.308,5.385,5.396,
,on,08:45,08:56,14277,14299,11.0,1.3320000000000007,27.112,28.444,27.935,5.385,5.642,5.507,
,off,08:56,09:07,14300,14321,10.5,-4.032999999999998,28.493,24.46,26.486,5.642,6.204,6.05,
,on,09:07,09:25,14322,14357,17.5,4.532,24.508,29.04,27.149,6.23,6.839,6.525,
,off,09:25,09:28,14358,14363,2.5,-0.12399999999999878,28.99,28.866,28.903,6.864,7.015,6.935,
,on,09:28,09:39,14364,14385,10.5,0.37400000000000233,28.891,29.265,29.111,7.015,7.469,7.213,
,on,09:41,09:43,14389,14394,2.5,0.07499999999999929,29.265,29.34,29.294,7.594,7.72,7.657,
,off,09:44,09:46,14395,14400,2.5,-0.14999999999999858,29.34,29.19,29.252,7.77,7.995,7.912,
,on,09:47,10:04,14401,14436,17.5,1.279,29.19,30.469,29.832,7.995,9.114,8.525,
,off,10:05,10:11,14437,14449,6.0,-0.07499999999999929,30.444,30.369,30.382,9.163,9.583,9.372,
,on,10:11,10:20,14450,14467,8.5,0.37900000000000134,30.369,30.748,30.554,9.632,10.222,9.926,
,off,10:20,10:38,14468,14503,17.5,-6.577999999999999,30.773,24.195,27.44,10.247,11.516,11.002,
,on,10:38,10:53,14504,14534,15.0,6.026,24.267,30.293,27.762,11.516,12.147,11.848,
,on,10:55,11:18,14538,14584,23.0,1.088000000000001,30.243,31.331,30.705,12.219,13.978,12.983,
,off,11:19,11:30,14585,14608,11.5,-3.4319999999999986,31.331,27.899,29.749,14.05,14.792,14.455,
,on,11:31,11:50,14609,14647,19.0,3.3059999999999974,27.949,31.255,30.036,14.84,14.984,14.992,
,off,11:50,12:00,14648,14668,10.0,-2.7379999999999995,31.281,28.543,30.025,15.031,15.294,15.125,
,on,12:01,12:19,14669,14706,18.5,2.968,28.593,31.561,30.416,15.342,15.819,15.694,
,off,12:20,12:32,14707,14731,12.0,-3.091000000000001,31.535,28.444,30.164,15.819,16.177,16.021,
,on,12:32,12:49,14732,14766,17.0,3.298000000000002,28.493,31.791,30.44,16.177,16.415,16.356,
,on,12:51,12:54,14769,14775,3.0,0.1789999999999985,31.765,31.944,31.846,16.463,16.511,16.49,
,off,12:54,13:04,14776,14795,9.5,-2.628999999999998,31.944,29.315,30.653,16.534,16.654,16.602,
,on,13:04,13:26,14796,14840,22.0,2.8349999999999973,29.34,32.175,31.183,16.63,16.773,16.64,
,off,13:27,13:37,14841,14861,10.0,-2.8640000000000008,32.253,29.389,30.832,16.796,17.201,17.041,
,on,13:37,13:55,14862,14897,17.5,2.25,29.439,31.689,30.777,17.225,17.51,17.434,
,off,13:55,14:11,14898,14930,16.0,-4.355999999999998,31.714,27.358,29.573,17.51,17.153,17.378,
,on,14:12,14:41,14931,14989,29.0,5.568000000000001,27.407,32.975,31.04,17.13,17.011,17.038,
,off,14:41,14:51,14990,15010,10.0,-2.9599999999999973,33.001,30.041,31.584,17.011,17.034,17.077,
,on,14:52,15:08,15011,15044,16.5,2.083999999999996,30.091,32.175,31.395,17.034,17.058,17.042,
,off,15:09,15:19,15045,15065,10.0,-2.984999999999996,32.175,29.19,30.704,17.082,17.344,17.247,
,on,15:19,15:35,15066,15098,16.0,3.0130000000000017,29.24,32.253,31.13,17.344,17.891,17.602,
,on,15:37,15:48,15102,15123,10.5,0.33500000000000085,32.227,32.562,32.434,17.986,18.057,18.031,
,on,15:50,15:52,15127,15132,2.5,0.07700000000000529,32.562,32.639,32.596,18.057,18.033,18.045,
,off,15:53,15:58,15133,15143,5.0,-0.23200000000000642,32.639,32.407,32.522,18.033,18.129,18.068,
,on,15:58,16:00,15144,15148,2.0,0.12899999999999778,32.433,32.562,32.489,18.152,18.176,18.157,
,off,16:01,16:09,15149,15165,8.0,-2.0920000000000023,32.587,30.495,31.566,18.224,18.295,18.289,
